tweet_id,author_id,created_at,brand,inbound_text,inbound_raw,brand_reply,prev_turn,thread_len,inbound
2923436,809006,2017-07-15 12:25:36+00:00,AmazonHelp,@user Which website??,@AmazonHelp Which website??,,,1,True
1214422,405006,2017-07-16 14:59:50+00:00,AmazonHelp,"@user Order was supposed to be delivered on 13th, ""I can't come on weekends"" - delivery boy's statement. #notfirstime #amazongettingworse","@AmazonHelp Order was supposed to be delivered on 13th,  ""I can't come on weekends"" - delivery boy's statement. #notfirstime  #amazongettingworse",,,1,True
1266306,416511,2017-08-06 09:24:58+00:00,AmazonHelp,"@user thank you. It helped, sort of.","@AmazonHelp thank you. It helped, sort of.",,,1,True
948846,345020,2017-08-07 07:25:23+00:00,AmazonHelp,@user ご丁寧に回答ありがとうございます。国外での配信について、よくわかりました。国内でダウンロードしておきたいと思います。御礼申し上げます。,@AmazonHelp ご丁寧に回答ありがとうございます。国外での配信について、よくわかりました。国内でダウンロードしておきたいと思います。御礼申し上げます。,,,1,True
258801,177530,2017-08-18 11:48:02+00:00,AmazonHelp,"Dear Amazon, I had written a review for ""ECS Mini Rugby BT WL Speaker"". Why are you not publishing it? ID: sushantmajhi @user @user","Dear Amazon,
I had written a review for ""ECS Mini Rugby BT WL Speaker"".
Why are you not publishing it?
ID: sushantmajhi
@119356 @115850",,,1,True
1266314,416511,2017-08-25 05:22:25+00:00,AmazonHelp,"@user Hi guys, since @user will be on #AppleTv soon, is there any chance of @user coming to @user ? 🤔🙏","@AmazonHelp Hi guys, since @116618 will be on #AppleTv soon, is there any chance of @115948 coming to @116439? 🤔🙏",,,1,True
280350,182810,2017-08-30 10:52:39+00:00,AmazonHelp,@user @user is there any number of some higher authority where i could call?,@115850 @AmazonHelp  is there any number of some higher authority where i could call?,,,1,True
365945,202703,2017-09-01 04:55:34+00:00,AmazonHelp,@user I would appreciate it if your delivery people didn’t walk on my lawn or leave the package in the sun on the sidewalk. [URL],@115821 I would appreciate it if your delivery people didn’t walk on my lawn or leave the package in the sun on the sidewalk. https://t.co/vsH90gsQ0j,,,1,True
434418,218228,2017-09-04 05:50:35+00:00,AmazonHelp,"Ordered one plus 5 with guaranteed next day delivery, which wasn’t met and support promised for delivered today evening @user","Ordered one plus 5 with guaranteed next day delivery, which wasn’t met and support promised for delivered today evening @115850",,,1,True
825868,316695,2017-09-09 16:37:37+00:00,AmazonHelp,@user not please with the customer service I just had at Amazon. Usually very good but not this time.,@115821 not please with the customer service I just had at Amazon. Usually very good but not this time.,,,1,True
1572686,484800,2017-09-11 08:15:39+00:00,AmazonHelp,@user Sure. Hope it is not going to take too long to refund the money and end this process. :),@AmazonHelp Sure. Hope it is not going to take too long to refund the money and end this process. :),,,1,True
271872,180881,2017-09-12 04:46:18+00:00,AmazonHelp,@user Then do not display the prices that do not exist! on 5th September you apologised and said you will update it. Suggest u give me for 811/-.,@AmazonHelp Then do not display the prices that do not exist! on 5th September you apologised and said you will update it. Suggest u give me for 811/-.,,,1,True
219563,168355,2017-09-17 03:44:59+00:00,AmazonHelp,@user @user yes that is visible. 2 months and still working seems like too much work.,@AmazonHelp @115851 yes that is visible. 2 months and still working seems like too much work.,@user Kindly check and revert. 2/2 ^PS,,2,True
205695,164738,2017-09-19 09:36:43+00:00,AmazonHelp,@user @user Why is #MultiRoom Audio and #AlexaCalling not enabled on my UK based #Alexa system? (App doesn't show these options!),@115833 @5503 Why is #MultiRoom Audio and #AlexaCalling not enabled on my UK based #Alexa system? (App doesn't show these options!),,,1,True
956265,346900,2017-09-20 18:36:23+00:00,AmazonHelp,@user vous ete un robot ? ou vosu ne comprenez pas l'ironie ? cela fait maintenat 15 jour que j'ai poser ma question,@AmazonHelp vous ete un robot ? ou vosu ne comprenez pas l'ironie ? cela fait maintenat 15 jour que j'ai poser ma question,,,1,True
295269,186333,2017-09-23 11:57:08+00:00,AmazonHelp,@user I was been fooled for 8 times.. You still want me to show patience..? This is too much.. You lost a customer.. for sure.. Wake-up time fr U,"@AmazonHelp I was been fooled for 8 times.. 
You still want me to show patience..?
This is too much..
You lost a customer.. for sure..
Wake-up time fr U",,,1,True
231582,171155,2017-09-24 16:04:31+00:00,AmazonHelp,#EverythingIndiaQuiz @user .in sooooo u won't be updating the results Hmm den its better no to promote a false Promotions this is so cheap,#EverythingIndiaQuiz @115821.in sooooo u won't be updating the results Hmm den its better no to promote a false Promotions this is so cheap,,,1,True
288982,184861,2017-09-25 22:30:45+00:00,AmazonHelp,@user could someone please help with a delivery that seems to have got lost?,@115830 could someone please help with a delivery that seems to have got lost?,,,1,True
247431,174791,2017-09-26 19:01:04+00:00,AmazonHelp,@user @user why i am not able to return substandard product bought from amazon. It feels like i have wasted my money and faith,@115850 @AmazonHelp why i am not able to return substandard product bought from amazon. It feels like i have wasted my money and faith,,,1,True
2219810,238583,2017-09-27 02:51:20+00:00,AmazonHelp,"Most of my Amazon Echo @user Flash Briefing is just silence tonight. Not all, but most of it. Anyone else? #flashbriefing @user","Most of my Amazon Echo @115833 Flash Briefing is just silence tonight. Not all, but most of it. Anyone else? #flashbriefing @41523",,,1,True
231823,171210,2017-09-27 05:32:28+00:00,AmazonHelp,@user no resolution for phone I ordered pending since 22 Sept.Nothin on false update again done by delivery person yesterday @user,@AmazonHelp no resolution for phone I ordered pending since 22 Sept.Nothin on false update again done by delivery person yesterday @115850,,,1,True
341460,197575,2017-09-27 08:46:18+00:00,AmazonHelp,"@user bitte mal die adressen-bestaetigung@ Mailadresse prüfen, der Server gibt die Meldung 550 #5.1.0 Address rejected","@AmazonHelp bitte mal die adressen-bestaetigung@ Mailadresse prüfen, der Server gibt die Meldung

550 #5.1.0 Address rejected",,,1,True
222802,169215,2017-09-27 10:33:59+00:00,AmazonHelp,"@user please resolve and add 2500 cashback immediately, customer care is worsk, great indian bakwas company @user","@AmazonHelp please resolve and add 2500 cashback immediately, customer care is worsk, great indian bakwas company @115850",,,1,True
287905,183542,2017-09-27 13:32:25+00:00,AmazonHelp,"@user As I mentioned, I have followed all those steps, but no revert back. What is the SLA to reply for simple query or even acknowledgment?","@AmazonHelp As I mentioned, I have followed all those steps, but no revert back. What is the SLA to reply for simple query or even acknowledgment?",,,1,True
179296,158252,2017-09-27 13:54:55+00:00,AmazonHelp,"@user How can I do that when my account is on hold and I am unable to log in, and this is the first thing this page requires? When I call customer services all I am getting is ""Its not my fault, I cant do anything, you just have to wait for the account team"" Hardly customer-focussed","@AmazonHelp How can I do that when my account is on hold and I am unable to log in, and this is the first thing this page requires? 

When I call customer services all I am getting is ""Its not my fault, I cant do anything, you just have to wait for the account team""

Hardly customer-focussed",,,1,True
337419,196516,2017-09-27 23:06:30+00:00,AmazonHelp,I ordered dog food through Amazon because my ankle is broken. #Amazonfail [URL],I ordered dog food through Amazon because my ankle is broken. #Amazonfail https://t.co/jBxQUcOd4m,,,1,True
244675,174119,2017-09-28 09:10:28+00:00,AmazonHelp,"@user refund not initiated for 407-8896957-4238760. Got reply saying product is used.Please initiate refund,as product is not effective","@115850 refund not initiated for 407-8896957-4238760. Got reply saying product is used.Please initiate refund,as product is not effective",,,1,True
237722,172597,2017-09-28 10:04:52+00:00,AmazonHelp,@user After long time no response from customer service don't know wt to do,@115850 After long time no response from customer service don't know wt to do,,,1,True
423428,215805,2017-09-29 02:44:09+00:00,AmazonHelp,@user 4th day in a row. New day. Same Hope. Big organization. Big team. Unable to track a single product. #pathetic,@AmazonHelp 4th day in a row. New day. Same Hope. Big organization. Big team. Unable to track a single product. #pathetic,@user We've sent a correspondence to your registered email ID. Kindly check it here: [URL] ^GK,,2,True
198016,162540,2017-09-29 09:06:49+00:00,AmazonHelp,"@user seller doing fraud, ordered 3.0 SanDisk 32gb PD whch got cncld &amp; thn I got delivry of transcend 2.0 pd, need full refund [URL]","@115850 seller doing fraud, ordered 3.0 SanDisk 32gb PD whch got cncld &amp; thn I got delivry of transcend 2.0 pd, need full refund https://t.co/T8rHwmvPIS",,,1,True
197965,162537,2017-09-29 11:02:45+00:00,AmazonHelp,@user Yes I did.,@AmazonHelp Yes I did.,,,1,True
226057,169973,2017-09-29 13:57:45+00:00,AmazonHelp,"@user On 25th sept, I have received 64 gb samsung memory card but its a faulty one. On 26th, I have sent a request for replacement but nothing has happened since then. I demand a swift action. Bill order is 408-9130123-3589128","@115850 On 25th sept, I have received  64 gb samsung memory card but its a faulty one. On 26th, I have sent a request for replacement but nothing has happened since then. I demand a swift action. Bill order is  408-9130123-3589128",,,1,True
231940,171222,2017-09-29 16:18:36+00:00,AmazonHelp,Ca fait 5 mois que @user me mène en bateau sur le transfert de ma société ! #amazon #ecommerce,Ca fait 5 mois que @120533 me mène en bateau sur le transfert de ma société ! #amazon #ecommerce,,,1,True
336135,196186,2017-09-29 21:13:27+00:00,AmazonHelp,@user Hab ich gemacht. Krasser Service 😊,@AmazonHelp Hab ich gemacht. Krasser Service 😊,,,1,True
179084,158230,2017-09-30 07:58:22+00:00,AmazonHelp,@user It was shipped from Amazon UK and is a book. This is the message I received saying it would be shipped to my address: [URL],@AmazonHelp It was shipped from Amazon UK and is a book.  This is the message I received saying it would be shipped to my address: https://t.co/l6lZuhRNXX,,,1,True
224593,169658,2017-09-30 10:50:53+00:00,AmazonHelp,"@user purchased a stainless steel water bottle, the lip is rusting after 2 weeks...","@AmazonHelp purchased a stainless steel water bottle, the lip is rusting after 2 weeks...",,,1,True
270628,180543,2017-10-01 00:26:06+00:00,AmazonHelp,@user Así estoy esperando.... [URL],@AmazonHelp Así estoy esperando.... https://t.co/GEiA2H7Jwr,,,1,True
182863,159023,2017-10-01 06:31:52+00:00,AmazonHelp,@user No no more forms please thanks I have had enough disappointment thanks,@AmazonHelp No no more forms please  thanks I have had enough disappointment  thanks,,,1,True
222788,169215,2017-10-01 06:40:46+00:00,AmazonHelp,@user Reverted but no resolution 10th day I am still waiting for cashback.. god knows when I get cashback may be after 10yr Guys @user worst,"@AmazonHelp Reverted but no resolution
10th day I am still waiting for cashback.. god knows when I get cashback may be after 10yr

Guys @115850 worst",,,1,True
238913,147145,2017-10-01 07:44:36+00:00,AmazonHelp,"@user This issue isnt resolved yet. Connected with the team and they promised help as well, but nothing happened.","@AmazonHelp This issue isnt resolved yet. Connected with the team and they promised help as well, but nothing happened.",,,1,True
837531,319320,2017-10-01 10:37:33+00:00,AmazonHelp,@user I wana cancel the order pls help.,@AmazonHelp I wana cancel the order pls help.,,,1,True
304423,188700,2017-10-01 20:47:10+00:00,AmazonHelp,@user Been over a week. No response/resolution regarding the issue despite sending emails. Sad to see such apathy from Amazon,@AmazonHelp Been over a week. No response/resolution regarding the issue despite sending emails. Sad to see such apathy from Amazon,,,1,True
774246,304956,2017-10-01 21:39:38+00:00,AmazonHelp,amazonの到着予定って結構適当なの？今日が到着予定の最終日だなと思って配達状況見に行ったら到着予定が１週間後に変わってたんだけど,amazonの到着予定って結構適当なの？今日が到着予定の最終日だなと思って配達状況見に行ったら到着予定が１週間後に変わってたんだけど,,,1,True
311009,190275,2017-10-02 03:44:19+00:00,AmazonHelp,"@user I'm already in touch with customer service from 24th September, but till date they didn't provide any solution.","@AmazonHelp I'm already in touch with customer service from 24th September, but till date they didn't provide any solution.",,,1,True
248616,175067,2017-10-02 05:27:04+00:00,AmazonHelp,@user 9821215658 Call.back me,"@AmazonHelp 9821215658

Call.back me",,,1,True
248614,175067,2017-10-02 05:34:56+00:00,AmazonHelp,@user I'm already updated my details Kindly find you and revert me,"@AmazonHelp I'm already updated my details 
Kindly find you and revert me",,,1,True
2401321,690906,2017-10-02 07:36:26+00:00,AmazonHelp,@user I bought 499 rs amazon gv from zeta app if I bought membership through this gv will I get 250 cb ?,@AmazonHelp I bought 499 rs amazon gv from zeta app if I bought membership through this gv will I get 250 cb ?,,,1,True
180253,158410,2017-10-02 09:40:24+00:00,AmazonHelp,See what @user is doing not able to deliver the product admitt their mistake apolzs and inform returning your amount but not get it yet [URL],See what @115850 is doing not able to deliver the product admitt their mistake apolzs and inform  returning your amount but not get it yet https://t.co/ryh83lVEbx,,,1,True
226085,169978,2017-10-02 10:22:57+00:00,AmazonHelp,"@user Okay, kann ich den Artikel denn jederzeit stornieren? Weil es ja kein garantierten Termin gibt? Wann wird das Geld abgebucht?","@AmazonHelp Okay, kann ich den Artikel denn jederzeit stornieren? 
Weil es ja kein garantierten Termin gibt? 
Wann wird das Geld abgebucht?",,,1,True
180251,158410,2017-10-02 11:02:10+00:00,AmazonHelp,@user @user It was sowing delivered but not delivered to me when complain reply me wrongly update if not get by 8 we will refund [URL],@AmazonHelp @115851 It was sowing delivered but not delivered to me when complain reply me wrongly update if not get by 8 we will refund https://t.co/nSWem4Wort,,,1,True
272677,181098,2017-10-02 23:48:41+00:00,AmazonHelp,@user ほぁァア❗️ありがとうございます❗️(￣▽￣＝￣▽￣）,@AmazonHelp ほぁァア❗️ありがとうございます❗️(￣▽￣＝￣▽￣）,,,1,True
676736,281430,2017-10-03 00:54:24+00:00,AmazonHelp,@user Two-Step Verification no found. I can't log into my account. 2 weeks called and don't solve anything.,@115821 Two-Step Verification no found. I can't log into my account. 2 weeks called and don't solve anything.,,,1,True
276422,182038,2017-10-03 09:30:04+00:00,AmazonHelp,@user I have already filled the details .Why are you asking it again and again??,@AmazonHelp I have already filled the details .Why are you asking it again and again??,,@user Looks like we haven't received your details yet. Kindly fill in your details again using the link provided earlier. 1/2 ^EM,2,True
180247,158410,2017-10-03 10:05:45+00:00,AmazonHelp,@user Not getting any revert when i will get my money you already mentioned that i will get my money in 2-4 hours @user plz help me for money [URL],@AmazonHelp Not getting any revert when i will get my money you already mentioned that i will get my money in 2-4 hours @115851 plz help me for money https://t.co/k98OWr3T63,,,1,True
276418,182038,2017-10-03 10:24:26+00:00,AmazonHelp,"@user Have already done that, also shared the screenshot as proof. Why you require to fill the same form twice?","@AmazonHelp Have already done that, also shared the screenshot as proof.
Why you require to fill the same form twice?",,,1,True
234783,171905,2017-10-03 13:23:59+00:00,AmazonHelp,"@user @user @user Amazon facing funds issue, didn't have money to refund customer. Pending from 22nd September..","@115851 @115821 @115850 
Amazon facing funds issue,  didn't have money to refund customer. Pending from 22nd September..",,,1,True
253329,176228,2017-10-03 16:12:37+00:00,AmazonHelp,I ordered multiple turbans for my aunt in Guatemala who has cancer. @user @user has failed to meet the delivery day. [URL],I ordered multiple turbans for my aunt in Guatemala who has cancer. @115821 @AmazonHelp has failed to meet the delivery day. https://t.co/UkMsCjOaBc,,,1,True
2416592,694518,2017-10-03 16:55:44+00:00,AmazonHelp,@user Copy of FIR will be sent to your office attaching all the tweets u sent to me n den I will see what r ur policies and options,@AmazonHelp Copy of FIR will be sent to your office attaching all the tweets u sent to me n den I will see what r ur policies and options,,,1,True
356660,200693,2017-10-03 17:18:28+00:00,AmazonHelp,@user Are you prople illiterate. I told you the problem . Now sit on it like the fools who answer the calls for you.and eat on our money,@AmazonHelp Are you prople illiterate. I told you the problem . Now sit on it like the fools who answer the calls for you.and eat on our money,,,1,True
242522,159131,2017-10-03 18:12:32+00:00,AmazonHelp,@user @user @user @user no cost EMI scheme on Amazon for @user #note8 is a trap as I was charged 1.25%,@115850 @30552 @173609 @18220 no cost EMI scheme on Amazon for @125607 #note8 is a trap as I was charged 1.25%,,,1,True
237472,172545,2017-10-03 18:47:01+00:00,AmazonHelp,@user Nope. Just an email that says it will arrive Thursday...bigger frustration is item ordered Sunday arrived today.,@AmazonHelp Nope. Just an email that says it will arrive Thursday...bigger frustration is item ordered Sunday arrived today.,,,1,True
1037026,365324,2017-10-03 19:05:05+00:00,AmazonHelp,@user you guys have a pathetic customer support who doesn’t have ethics of writing the email to the customer.,@115850 you guys have a pathetic customer support who doesn’t have ethics of writing the email to the customer.,,,1,True
428976,217027,2017-10-03 19:35:08+00:00,AmazonHelp,Amazon logistics Berlin sollte auch mal zuverlässige Zusteller casten MIT OHNE KLINGELPHOBIE #DHDL #DHDL,"Amazon logistics Berlin sollte auch mal zuverlässige Zusteller casten 
MIT OHNE KLINGELPHOBIE 

#DHDL 

#DHDL",,,1,True
247425,174791,2017-10-03 21:03:06+00:00,AmazonHelp,@user Sent the mail. Waiting for response.,@AmazonHelp Sent the mail. Waiting for response.,,,1,True
240454,173117,2017-10-03 22:07:05+00:00,AmazonHelp,@user oi queridos eu queria saber onde está meu livro,@AmazonHelp oi queridos eu queria saber onde está meu livro,,,1,True
1286993,421025,2017-10-04 00:24:40+00:00,AmazonHelp,"@user I found the email, never mind.","@AmazonHelp I found the email, never mind.",,,1,True
296740,186689,2017-10-04 01:48:00+00:00,AmazonHelp,@user As I have other orders coming. Or emailed. Something. I spent at least 25 minutes on chat with no satisfactory solution. 5/,@AmazonHelp As I have other orders coming. Or emailed. Something. I spent at least 25 minutes on chat with no satisfactory solution. 5/,"@user If the recipient needs to return anything, referencing the tracking number is all that's required for a gift return. 3/3 ^ST",,2,True
973478,350871,2017-10-04 02:09:28+00:00,AmazonHelp,@user Bought an iPhone 7 during the sale. Don't know what were the offers available then. Like extra data on idea.,@AmazonHelp Bought an iPhone 7 during the sale. Don't know what were the offers available then. Like extra data on idea.,,@user Could you tell us which product are you referring to? ^NR,2,True
240525,173128,2017-10-04 02:32:47+00:00,AmazonHelp,Dont nobody ever give me nothing from @user again.....i keep dealing with bullshit,Dont nobody ever give me nothing from @115821 again.....i keep dealing with bullshit,,,1,True
191761,161062,2017-10-04 03:57:41+00:00,AmazonHelp,@user SO what was the Status now and when i'll get my amount back to my card????,@AmazonHelp SO what was the Status now and when i'll get my amount back to my card????,,,1,True
307868,189507,2017-10-04 03:59:27+00:00,AmazonHelp,@user Is this what you want? I feel like you're trying to get smart with ^ME #notcoolorsick you're being mean #BoycottAmazon [URL],@AmazonHelp Is this what you want? I feel like you're trying to get smart with ^ME #notcoolorsick you're being mean #BoycottAmazon https://t.co/E4PDLeKbcW,,,1,True
229102,170634,2017-10-04 04:00:37+00:00,AmazonHelp,@user Should I upload the proof of that??,@AmazonHelp Should I upload the proof of that??,,,1,True
237702,172597,2017-10-04 04:33:34+00:00,AmazonHelp,@user Got another email they are repeating same thing if u really want to me help me please do anything,@AmazonHelp Got another email they are repeating same thing if u really want to me help me please do anything,,,1,True
244619,286487,2017-10-04 06:21:35+00:00,AmazonHelp,"@user #amazonprimesucks , it's getting worst, getting defected products with no option of return","@115850 #amazonprimesucks , it's getting worst, getting defected products with no option of return",,,1,True
183422,159134,2017-10-04 07:29:17+00:00,AmazonHelp,"@user nope, two full priced transactions. It didn’t unfortunately 😔","@AmazonHelp nope, two full priced transactions. It didn’t unfortunately 😔",,,1,True
197910,162533,2017-10-04 07:42:18+00:00,AmazonHelp,@user done,@AmazonHelp done,,,1,True
181141,158540,2017-10-04 08:17:55+00:00,AmazonHelp,@user no one could says why DE department close my account! Because I never ordered from it!,@AmazonHelp no one could says why DE department close my account! Because I never ordered from it!,,,1,True
179188,158243,2017-10-04 09:19:00+00:00,AmazonHelp,@user What is the best way to do that for game preorder codes? I’m in the UK. Thanks for reaching out,@AmazonHelp What is the best way to do that for game preorder codes? I’m in the UK. Thanks for reaching out,,,1,True
420967,215326,2017-10-04 09:26:18+00:00,AmazonHelp,@user My account has been locked for 2 weeks. The customer support are useless and promised calls backs do not happen. Help!,@115830 My account has been locked for 2 weeks. The customer support are useless and promised calls backs do not happen. Help!,,,1,True
179599,158302,2017-10-04 09:28:13+00:00,AmazonHelp,@user I paid for the Order # 4__credit_card__ using my Amex Card; after so much of wait the #FedEx guy tells me it's a cod! #unacceptable #fraud,@AmazonHelp I paid for the Order # 4__credit_card__ using my Amex Card; after so much of wait the #FedEx guy tells me it's a cod! #unacceptable #fraud,,,1,True
179553,158294,2017-10-04 09:34:48+00:00,AmazonHelp,"Messages und Anrufe über Amazon Echo sind zwar nett, aber aus meiner Sicht völlig überflüssig. #nocheinchannel","Messages und Anrufe über Amazon Echo sind zwar nett, aber aus meiner Sicht völlig überflüssig. #nocheinchannel",,,1,True
179597,158301,2017-10-04 09:36:43+00:00,AmazonHelp,Amazon最高かよ。 [URL],Amazon最高かよ。 https://t.co/cNdwz8yxdU,,,1,True
179493,158280,2017-10-04 09:40:49+00:00,AmazonHelp,@user やったぜ。,@116313 やったぜ。,,,1,True
179128,158236,2017-10-04 09:41:06+00:00,AmazonHelp,dea @user its being 48 hour and i sill didn't get the copy of right invoice At this point am thinking should i stop buying from you??,dea @115850   its being 48 hour and i sill didn't get the copy of right invoice  At this point am thinking should i stop buying from you??,,,1,True
179461,158271,2017-10-04 09:42:05+00:00,AmazonHelp,@user Pl. start taking back cartons/packing materials &amp; reuse for Swachh Bharat.,@115850 Pl. start taking back cartons/packing materials &amp; reuse for Swachh Bharat.,,,1,True
179327,158260,2017-10-04 09:53:25+00:00,AmazonHelp,"Talked nearly 7-8 times, for my refund. The product was cancelled on 25th. And still i haven't received any refund. Courtesy- @user","Talked nearly 7-8 times, for my refund. The product was cancelled on 25th. And still i haven't received any refund. 
Courtesy- @115850",,,1,True
179071,158229,2017-10-04 10:06:50+00:00,AmazonHelp,"@user Del producto en el que puse la reclamacion no me sale esa opcion, unicamente ver estado devolucion, comprar de nuevo y dejar una opinion, imagino que podreis acceder vostros mismos y comprobarlo. El otro envio lo he recibido hace un momento.","@AmazonHelp Del producto en el que puse la reclamacion no me sale esa opcion, unicamente ver estado devolucion, comprar de nuevo y dejar una opinion, imagino que podreis acceder vostros mismos y comprobarlo. El otro envio lo he recibido hace un momento.",,,1,True
179066,158227,2017-10-04 10:07:21+00:00,AmazonHelp,@user What kind of offer show?? How many discount apply on oneplus 5 ?? Greate Nice offer😡😡 [URL],"@115850 
What kind of offer show??
 How many discount apply on oneplus 5 ??
Greate Nice offer😡😡 https://t.co/pMaUmcxduA",,,1,True
179151,158239,2017-10-04 10:10:46+00:00,AmazonHelp,@user Kindly check inbox,@AmazonHelp Kindly check inbox,,,1,True
179899,158353,2017-10-04 10:13:54+00:00,AmazonHelp,"@user @user colis: __credit_card__ cela fait des jours que j'attends mes colis, Amazon et TNT vous êtes des incompétents. Plainte","@12774 @120533 colis: __credit_card__ cela fait des jours que j'attends mes colis, Amazon et TNT vous êtes des incompétents. Plainte",,,1,True
240501,173123,2017-10-04 10:15:33+00:00,AmazonHelp,@user worst shopping app I bought a 25 let. Water heater. They returned it without my return request and said you have already requested,"@115850 worst shopping app
I bought a 25 let. Water heater. They returned it without my return request and said you have already requested",@user Sorry for the trouble Rahul. Kindly report this to our support team here: [URL] and we'll check this. ^HN,,2,True
179110,158234,2017-10-04 10:19:48+00:00,AmazonHelp,"@user Bear Town is available already. Maria in the Moon, I have to check. :)","@AmazonHelp Bear Town is available already. Maria in the Moon, I have to check. :)",,,1,True
179892,158352,2017-10-04 10:23:45+00:00,AmazonHelp,@user Where's my Battlefront II Beta code? (Amazon UK) Support is no luck I just want my code FFS.,@AmazonHelp Where's my Battlefront II Beta code? (Amazon UK) Support is no luck I just want my code FFS.,,,1,True
237891,172621,2017-10-04 10:24:45+00:00,AmazonHelp,@user We love you and love Prime but could you kindly ask your delivery drivers to give us more than 30 seconds to answer the door!!!,@115830 We love you and love Prime but could you kindly ask your delivery drivers to give us more than 30 seconds to answer the door!!!,,,1,True
183473,159148,2017-10-04 10:29:20+00:00,AmazonHelp,@user USPS,@AmazonHelp USPS,,,1,True
183418,159134,2017-10-04 10:33:04+00:00,AmazonHelp,@user there are no duplicate orders...,@AmazonHelp there are no duplicate orders...,,,1,True
242135,173498,2017-10-04 10:44:47+00:00,AmazonHelp,"@user bonjour, j'ai un soucis, j'attends un colis depuis 1 mois, il est dans une ville à 2h de chez moi et maintenant plus de nouvelle","@120533 bonjour, j'ai un soucis, j'attends un colis depuis 1 mois, il est dans une ville à 2h de chez moi et maintenant plus de nouvelle",,,1,True
179070,158229,2017-10-04 10:47:11+00:00,AmazonHelp,"@user Bien, gracias, espero que ahí me puedan dar una solución o, al menos, concretarme si es normal que se demore tanto un reembolso por parte de un vendedor vuestro, va a llegar a 1 mes desde que envié el producto de vuelta.","@AmazonHelp Bien, gracias, espero que ahí me puedan dar una solución o, al menos, concretarme si es normal que se demore tanto un reembolso por parte de un vendedor vuestro, va a llegar a 1 mes desde que envié el producto de vuelta.",,,1,True
183379,159122,2017-10-04 10:48:57+00:00,AmazonHelp,@user when would this be available in Amazon India?? [URL],"@115850 when would this be available in Amazon India??
https://t.co/jDu17jEtI2",,,1,True
180044,158374,2017-10-04 11:07:34+00:00,AmazonHelp,@user hav prime membership. used to b best platform to shop. but now bad services. hw to discontinue prime n get money back ?,@115850 hav prime membership. used to b best platform to shop. but now bad services. hw to discontinue prime n get money back ?,,,1,True
180060,158366,2017-10-04 11:10:45+00:00,AmazonHelp,"@user My Account had it's email change without me requesting it, please help","@AmazonHelp My Account had it's email change without me requesting it, please help",,,1,True
180261,158411,2017-10-04 11:21:11+00:00,AmazonHelp,"@user never ever gonna recommend you, so unprofessional &amp; unethical behavior of ur shipping boys. No customer empathy, No value. ZERO","@115850 never ever gonna recommend you, so unprofessional &amp; unethical behavior of ur shipping boys. No customer empathy, No value. ZERO",,,1,True
180283,158416,2017-10-04 11:29:15+00:00,AmazonHelp,アマゾンからの荷物に１個入ってないものがあった こんなの初めてや…,"アマゾンからの荷物に１個入ってないものがあった
こんなの初めてや…",,,1,True
183601,127178,2017-10-04 11:43:42+00:00,AmazonHelp,@user But that is not helpful,@AmazonHelp But that is not helpful,,,1,True
