tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,brand
2935930,AmazonHelp,False,Wed Nov 29 16:09:27 +0000 2017,"@811673 Thank you for clarifying, Helen. Have you been able to successfully enable this skill before? Is there a button on your Hue device? I apologize for the barrage of questions, we'd just like to provide the best assistance. ^FD","2935931,2935932",2935928,AmazonHelp
1443083,454844,True,Sun Nov 26 01:03:33 +0000 2017,@137120  I have been working for Amazon Flex and not been paid for last one month.Who can I contact to raise my issue. Can someone help in Leicester UK,1443082,,AmazonHelp
472421,AmazonHelp,False,Fri Dec 01 08:48:29 +0000 2017,@223718 We've escalated this to our team internally for an update. Kindly stay tuned. ^GK,472420,,AmazonHelp
629529,AmazonHelp,False,Wed Nov 22 16:49:28 +0000 2017,@269134 Apologies for the trouble with the delivery of your order. We'd like to take a closer look into this and help assist. Kindly share your details here: https://t.co/cQVomR1pWz and we'll have this sorted at the earliest. ^KH,629530,629527,AmazonHelp
1543601,AmazonHelp,False,Sat Nov 04 03:47:53 +0000 2017,"@388812 When you contacted us, what information or options were you provided with? ^BV",1543600,1543602,AmazonHelp
2475967,AmazonHelp,False,Wed Nov 15 14:07:32 +0000 2017,"@707778 Hi Louise! We definitely want to help with this, but for clarification, what website are you using (.com, .co.uk, etc.)? Where did you see this incorrect info. Let us know! ^CN",2475968,2475969,AmazonHelp
729178,294657,True,Wed Oct 11 09:01:08 +0000 2017,@AmazonHelp 多分オフにしてなかったのが原因だと思います。この機に試しに使ってみたいと思います！こちらは3900円のお支払いと出てるのですが、年会費ということでいいのでしょうか？,729180,729177,AmazonHelp
2899692,803303,True,Tue Nov 28 17:41:09 +0000 2017,Ordered 4 Kindles from @115830  and they sent me a Two Ronnie's DVD,2899691,,AmazonHelp
1206201,AmazonHelp,False,Wed Oct 25 09:02:34 +0000 2017,@403261 But images are fun! Nonetheless I'll forward your feedback to the appropriate department. ^AN,"1206202,1206203",1206204,AmazonHelp
291342,185012,True,Sat Oct 07 14:17:31 +0000 2017,"@AmazonHelp Done, your customer service rep was most helpful!",291343,291341,AmazonHelp
2516988,AmazonHelp,False,Thu Nov 16 14:00:35 +0000 2017,@312323 Sorry to hear. Please reach out to us directly here: https://t.co/hApLpM3Ejd and we can take a look into this further. ^PK,,2516987,AmazonHelp
2192462,641723,True,Thu Nov 09 20:34:04 +0000 2017,Serious point @126705 @115830 at what point is it acceptable to put a parcel in a medical waste bin.,2192461,,AmazonHelp
1610979,494486,True,Tue Oct 17 11:25:18 +0000 2017,@115830 any idea why my package isn’t being delivered?? https://t.co/oTx4tRieKA,1610977,,AmazonHelp
626580,AmazonHelp,False,Mon Oct 23 13:42:55 +0000 2017,@268370 Our support team is always available. You can reach out to our support team here: https://t.co/wU1zGSwRkH and we'll 1/3 ^KH,,626577,AmazonHelp
1674814,509583,True,Mon Oct 30 14:10:04 +0000 2017,@AmazonHelp Please send me contact of support team. The link only leads to the pages that I sent.,1674812,1674815,AmazonHelp
1102840,AmazonHelp,False,Sun Oct 15 07:48:00 +0000 2017,@380243 Apologies for the unpleasant experience. Kindly reach our support team: https://t.co/vlvfJr4nN9. We'll have it checked. ^GS,,1102841,AmazonHelp
934299,AmazonHelp,False,Sat Oct 21 16:39:29 +0000 2017,"@341636 Just to clarify, are you needing a receipt of the gift card itself or the item which was purchased using the gift card? ^AC","934300,934298",934301,AmazonHelp
1737101,AmazonHelp,False,Tue Nov 07 09:54:00 +0000 2017,@524397 Hi Ranga- Which site did you place your order? https://t.co/nUUp5MLhYl https://t.co/ykTUEmdsQA or? ^NV,1737102,1737103,AmazonHelp
1431040,452313,True,Thu Nov 02 07:58:50 +0000 2017,@115828 When is my copy getting dispatched and yet it’s suppose to arrive tomorrow on release day?🤔,1431039,1431041,AmazonHelp
240501,173123,True,Wed Oct 04 10:15:33 +0000 2017,"@115850 worst shopping app
I bought a 25 let. Water heater. They returned it without my return request and said you have already requested",240499,,AmazonHelp
2859926,794725,True,Mon Nov 27 22:15:09 +0000 2017,"@AmazonHelp Not anymore, but just about every Logistics driver has had to call me and get directions to my house.",2859925,2859927,AmazonHelp
445472,AmazonHelp,False,Wed Nov 22 10:03:24 +0000 2017,"@220498 HI Seán, could you send me a link to the item listing so I can take a look at that for you? ^TI",445468,445473,AmazonHelp
1001975,357179,True,Sun Oct 22 19:18:43 +0000 2017,@AmazonHelp The tracking shows the courier could not find my address. Which is absolute rubbish. This has never happened before.,1001977,1001974,AmazonHelp
2811732,784055,True,Wed Nov 22 08:18:53 +0000 2017,@AmazonHelp Order confirmation last night said between 8th &amp; 18th. Dispatch email this morning says 18th. Is that a worst case scenario?,2811730,2811733,AmazonHelp
1547248,AmazonHelp,False,Sat Nov 04 07:33:30 +0000 2017,"@208005 We’ll look into it. Also, please don’t provide your account details as we consider them to be personal 2/3 ^SB",,1547247,AmazonHelp
1489416,AmazonHelp,False,Fri Nov 03 08:58:52 +0000 2017,@465940 the latest movies and TV shows we have available. (2/2)^AU,,1489417,AmazonHelp
1617254,AmazonHelp,False,Tue Oct 17 11:11:01 +0000 2017,@495909 ご心配をおかけしております。よろしければ、カスタマーサービスでご注文状況を確認させていただきます。こちらのURLよりお問合せ下さい。 https://t.co/jrFG22myPo EK,,1617255,AmazonHelp
2285511,AmazonHelp,False,Sat Nov 11 16:29:36 +0000 2017,@426384 Thank you for the feedback. I've noted your comments and will be sure to forward this internally for review. ^MP,,2285512,AmazonHelp
264670,AmazonHelp,False,Tue Oct 10 20:09:42 +0000 2017,"@179062 Thank you for keeping us posted, Tushar. We are working on this and will revert with an update. ^KS",264671,264669,AmazonHelp
2412556,516540,True,Tue Nov 14 16:55:49 +0000 2017,@AmazonHelp Can I get some help real quick?,2412553,,AmazonHelp
333207,AmazonHelp,False,Sat Oct 07 19:30:37 +0000 2017,@195363 I'm sorry to hear this. We're responded to your concern via DM. Please refer. ^VN,,333208,AmazonHelp
1279842,AmazonHelp,False,Fri Oct 27 07:02:00 +0000 2017,@366269 We'll not be able to promise time specific delivery. We'll arrange a pre delivery call if required. ^MJ,"1279843,1279844",1279841,AmazonHelp
464260,225390,True,Fri Dec 01 03:47:04 +0000 2017,"@AmazonHelp 返信ありがとうございます。
よく分かりました。メールが来るまで待ちます。",464258,464262,AmazonHelp
1137906,AmazonHelp,False,Sun Oct 15 16:17:25 +0000 2017,"@388022 To confirm if the publisher has restrictions, can you see if the other books in the series are displaying the same thing? ^MJ",1137907,1137905,AmazonHelp
1098558,AmazonHelp,False,Sun Oct 15 06:27:30 +0000 2017,@379235 Have you tried restarting the device? You can plug it out for 60 seconds. Keep us posted. ^PK,"1098559,1098560,1098561",1098562,AmazonHelp
2084580,AmazonHelp,False,Wed Nov 08 09:48:52 +0000 2017,"@275922 I am very sorry to hear this, can I ask what was advised to you when you spoke to our customer service team please? ^GM",2084581,2084582,AmazonHelp
1759045,529488,True,Tue Nov 07 17:14:03 +0000 2017,"@amazonhelp @44867 is this site legit? I'm seeing ads on Twitter &amp; Facebook.. Thanks

https://t.co/gt3cPmEqUP",1759044,,AmazonHelp
2584158,AmazonHelp,False,Fri Nov 17 00:08:29 +0000 2017,"@732298 Have you tired these steps to help locate it: https://t.co/vwo7dsvQDr? Please keep us posted, we want to make sure you get your order. ^CL",2584159,2584160,AmazonHelp
1493702,AmazonHelp,False,Fri Nov 03 10:56:27 +0000 2017,@466866 Amazonです。設定のため少なくとも一度は端末をWi-Fiに接続する必要がありますが、その後はPCからUSB経由でコンテンツを転送することもできます。ご不明な点があればご遠慮なくご質問ください。SK,1493703,1493704,AmazonHelp
845220,AmazonHelp,False,Fri Oct 13 15:38:00 +0000 2017,"@217125 You're welcome, Maxus! ^HM",,845219,AmazonHelp
179705,AmazonHelp,False,Mon Apr 10 07:38:50 +0000 2017,"@158320 Hi, I'd like to help. Please tell me more about your concern, here: https://t.co/GIJyeYqKE0. I will contact you soon. ^SO",179704,179706,AmazonHelp
2876303,798472,True,Tue Nov 28 05:58:53 +0000 2017,Somehow @115821 shipped my Prime order to an entirely different state. Not sure how that’s possible when I gave the correct address. It’s now delayed. What was the benefit to Prime again when regular shipping may have been faster? #customerservice,2876302,,AmazonHelp
347766,AmazonHelp,False,Sun Oct 08 05:53:57 +0000 2017,@198819 replacement using this link: https://t.co/3yqvLnyTxi 2/2 ^SH,,347767,AmazonHelp
128106,563038,True,Wed Nov 08 05:46:35 +0000 2017,@123813 Hola la tienen disponible en roku?,1887831,128093,AmazonHelp
229099,AmazonHelp,False,Wed Oct 04 06:12:26 +0000 2017,@170634 I’d like to assist you with this. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. ^ST,229098,229100,AmazonHelp
876249,458284,True,Fri Oct 20 18:58:56 +0000 2017,@117804 Que sonho! poderei ler na minha piscina e na minha banheira!,1457505,876248,AmazonHelp
764166,302627,True,Wed Oct 11 21:33:49 +0000 2017,"Yo @123967 &amp; @AmazonHelp I have a notification that a package is in a parcel locker, but no key or way to track any longer. Any advice?",764164,,AmazonHelp
2531415,720491,True,Mon Oct 30 10:36:58 +0000 2017,"Highly disappointed with #AmazonIndia.When big guys like you do not deliver what is promised,it is highly frustrating and feel cheated.",2531414,,AmazonHelp
1270324,AmazonHelp,False,Mon Oct 16 07:02:26 +0000 2017,@417102 That's unusual. Let us check this out for you. Please drop your details here: https://t.co/bqxZgFT17S (1/2) ^VM,1271953,1270322,AmazonHelp
268138,179931,True,Fri Oct 06 00:30:32 +0000 2017,@116618 please figure it out. I’m not paying for prime to have problems occur at the worst possible time... The @174356 are on!,268136,,AmazonHelp
1749483,AmazonHelp,False,Tue Nov 07 18:22:32 +0000 2017,"@527292 Je vous remercie, je viens de signaler l’incident au service concerné. ^MA",,1749480,AmazonHelp
2553816,AmazonHelp,False,Thu Nov 16 15:21:00 +0000 2017,"@283668 Bonjour, vous pouvez refuser le colis à la livraison afin d'éviter les frais de retour. Si cela n'est pas possible pour vous, le montant de l'étiquette de retour sera déduit du remboursement. ^MH",2553815,2553817,AmazonHelp
1996639,590394,True,Thu Nov 02 05:21:08 +0000 2017,Amazon会員登録さえしてないのに何か来た ( ´థ౪థ) https://t.co/0USEAdxzB0,1996638,,AmazonHelp
1237563,410302,True,Thu Oct 26 02:19:52 +0000 2017,Amazon tryna come into your house and put your package on your table meanwhile Fedex rings the bell and is driving off when I open the door.,1237562,,AmazonHelp
915058,337288,True,Fri Oct 13 20:34:01 +0000 2017,@AmazonHelp Done.,915059,915057,AmazonHelp
2568080,AmazonHelp,False,Mon Oct 30 23:29:30 +0000 2017,@728443 Thank you for that information. Has the delivery date been updated at this time: https://t.co/Y5jpI9gRhE? ^TL,2568081,2568077,AmazonHelp
2319453,AmazonHelp,False,Mon Nov 13 13:46:01 +0000 2017,@389945 Parfait :) ^FT,2319454,2319451,AmazonHelp
341404,AmazonHelp,False,Sat Oct 28 09:05:28 +0000 2017,"@197572 Apologies for the delay. We've escalated the issue to the concerned team internally, please wait until further update. ^KA",,341402,AmazonHelp
2171156,AmazonHelp,False,Fri Nov 17 20:45:00 +0000 2017,@636835 So sorry to hear about the issues you're had receiving your code! Can you let us know a little more about the issue; such as which variation of the game you purchased and what console they're for? ^GS,2171152,2171157,AmazonHelp
2211743,543355,True,Sun Nov 26 14:37:07 +0000 2017,@AmazonHelp no matter how well hidden this lazy delivery partner thought my package was I was assured that after last time packages would not be left on my OPEN porch https://t.co/8sPGglrzHF,2211741,,AmazonHelp
1172182,395716,True,Tue Oct 24 19:50:31 +0000 2017,I'm not getting any love from @115830 😟The cards I ordered have been abandoned outside a door that doesn't look at all like mine. :(,1172180,,AmazonHelp
537425,AmazonHelp,False,Sat Dec 02 14:10:28 +0000 2017,@244579 So sorry to hear about the issues with your order! Have you already contacted us directly here?  https://t.co/Q7Ftz6nj80 ^GS,537426,537427,AmazonHelp
2487039,AmazonHelp,False,Wed Nov 15 16:22:00 +0000 2017,"@178322 Isay cualquier inconveniente con la devolución por favor no dudes en informarnos, quedamos a tu disposición. 

Saludos, 
^DB",2487040,2487041,AmazonHelp
1791080,538012,True,Sun Nov 26 06:34:49 +0000 2017,@AmazonHelp Sir Please tell us status of order id 402-0247294-1841924,"1791079,1791081",,AmazonHelp
1065666,AmazonHelp,False,Fri Oct 20 04:32:23 +0000 2017,"@371607 For payment failure, refunds are issued to the original payment method within 2-4 business days.(1/2)^SF",1065665,1065667,AmazonHelp
1425018,AmazonHelp,False,Mon Oct 16 18:21:00 +0000 2017,"@451070 Nessa, realmente sentimos estas experiencias, por favor mantennos al tanto de la respuesta del transportista. ^DA",1425019,1425016,AmazonHelp
1319749,428167,True,Wed Oct 18 06:03:00 +0000 2017,今Amazonを装った詐欺メール届いてビビった,1319748,,AmazonHelp
1207599,AmazonHelp,False,Wed Oct 25 10:05:11 +0000 2017,"@403541 Sweet, we do our best to keep everybody happy! 😊 ^JJ",,1207597,AmazonHelp
1768277,AmazonHelp,False,Tue Nov 07 23:22:38 +0000 2017,@531655 If the item is too far in the shipping process it can't be canceled. We can take a look here: https://t.co/JzP7hlA23B ^VS,,1768275,AmazonHelp
1451504,456831,True,Thu Nov 02 17:01:30 +0000 2017,I’ve had Amazon Prime for almost two years now and I’m JUST finding out they have a student discount?! Still a student @115821 😩,1451502,,AmazonHelp
2418956,655892,True,Sun Oct 29 13:23:08 +0000 2017,@AmazonHelp I'm working away from home then out the country for 3 weeks so won't have time. Bit disappointed the product wasn't right in the first place,2418957,2418955,AmazonHelp
382811,AmazonHelp,False,Sat Oct 21 14:43:36 +0000 2017,@206725 Sure thing! ^LB,,382809,AmazonHelp
971805,350536,True,Sat Oct 14 05:57:13 +0000 2017,"@119625 the new UI is abysmal.  Fire the designer.  Ex: scroll left on episodes, go 1 too far and exit out. Really?!",971804,,AmazonHelp
2644749,AmazonHelp,False,Tue Oct 31 04:46:29 +0000 2017,"@325008 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^AK 3/3",2644994,2644745,AmazonHelp
2291867,AmazonHelp,False,Sun Nov 12 12:11:00 +0000 2017,"@665606 Olá Odair, é boa demais, né! 😍 O que você mais gosta da serie? ^DA",2291868,2291869,AmazonHelp
1148768,390129,True,Tue Oct 24 14:07:26 +0000 2017,@40172 when is your next season coming up?,1148767,,AmazonHelp
988102,AmazonHelp,False,Sat Oct 14 10:52:33 +0000 2017,@354114 That's not even kinda correct :/ Please get in touch here: https://t.co/JzP7hlA23B and we'll look into this for you! ^RL,988103,988104,AmazonHelp
1559291,481864,True,Sat Nov 04 10:39:21 +0000 2017,"I've never shopped from United States before. Is this normal to provide ID proof for overseas shipping?
#justasking #paranoid 😅 #amazonindia https://t.co/VNK4OwWBnt",1559290,,AmazonHelp
1516030,471743,True,Sat Nov 04 17:42:17 +0000 2017,@AmazonHelp I filled the details. Kindly look into matter and help me with the return.,1516031,1516029,AmazonHelp
643739,AmazonHelp,False,Fri Oct 13 07:46:51 +0000 2017,@272837 We're working on this and we'll get back to you soon. Appreciate your patience. ^PS,643740,643738,AmazonHelp
513533,238186,True,Fri Dec 01 23:35:55 +0000 2017,@115821 So I preordered Xenoblade Chronicles 2 about a month or two ago and I was guaranteed that it would arrive today but it hasn’t.  I was wondering what’s going on and when it will arrive because it’s not clear.,513531,,AmazonHelp
2863471,AmazonHelp,False,Tue Nov 28 00:11:28 +0000 2017,"@473680 I'm sorry for any misunderstanding, our team is unable to access your account or orders here on Twitter. Without posting account or order details, can you please tell us when your order was originally due to be delivered? ^JR",,2863467,AmazonHelp
422709,215662,True,Tue Oct 10 10:32:42 +0000 2017,@AmazonHelp It seems from sachdeep wording tht amazon is unable to understand what happening with its system as on shopping they r holding account,422724,422706,AmazonHelp
481697,229491,True,Fri Dec 01 13:56:27 +0000 2017,@AmazonHelp I'm talking to carrier and THIS is what I get --- not helpful. https://t.co/2weh70BE9J,481699,481696,AmazonHelp
2482393,666718,True,Sun Oct 29 23:08:28 +0000 2017,@AmazonHelp Left about 20 ft from my front door. Closer to my driveway as can be seen in one of the photos on the flagstone?! Is this acceptable to you?,"2482398,2482389,2482399",2482400,AmazonHelp
2600227,736061,True,Fri Nov 17 08:10:41 +0000 2017,@AmazonHelp I had messaged you order no.i want you to resolve it by today,2600229,2600226,AmazonHelp
1116253,382810,True,Sun Oct 15 11:28:17 +0000 2017,@AmazonHelp i have and they have not responded,1116251,,AmazonHelp
2369692,683858,True,Mon Nov 13 23:30:56 +0000 2017,@290981 I still cannot claim my Hearthstone loot. I keep getting told that my Blizzard account has already claimed it. It hasn't. Blizzard referred me to Amazon. Amazon referred me to Blizzard. WTF?!,2369691,,AmazonHelp
312148,AmazonHelp,False,Sat Oct 07 03:49:24 +0000 2017,"@130759 Sorry for the trouble. As mentioned earlier, orders once canceled cannot be reinstated. Kindly place a new order. 1/2 ^PS",312151,312147,AmazonHelp
689237,AmazonHelp,False,Thu Nov 23 14:46:00 +0000 2017,"@284688 Hi Bill, sorry to hear that. Have you received a refund for your previous order?^TI",,689238,AmazonHelp
535732,AmazonHelp,False,Sat Dec 02 13:03:32 +0000 2017,"@244117 Entiendo, en este caso te recomiendo ponerte en contacto con nuestro departamento de Servicio al Cliente para que puedan revisar el estado de tu pedido, puedes ingresar al siguiente enlace: https://t.co/OjvUxwnzPe ^KA",,535733,AmazonHelp
2361883,468220,True,Mon Nov 13 20:34:22 +0000 2017,@AmazonHelp Amazon used to be so good... 😥 #RIP,2361880,,AmazonHelp
1433625,AmazonHelp,False,Thu Nov 02 18:03:35 +0000 2017,@452865 respond to the email in which the team has requested you to link your aadhar card for further assistance. 2/2 ^NK,1433627,1433624,AmazonHelp
2320454,AmazonHelp,False,Mon Nov 13 13:57:30 +0000 2017,@672508 はい！ご参照いただければ幸いです😀 HM,2320455,2320456,AmazonHelp
2249806,AmazonHelp,False,Fri Oct 20 03:37:00 +0000 2017,@655526 I'm sorry about the pending cashback. Kindly contact our team here: https://t.co/vlvfJrlYEH and we'll have this sorted out. ^GK,,2249804,AmazonHelp
147340,AmazonHelp,False,Fri Nov 24 14:21:00 +0000 2017,"@149475 Sorry to know that you've received a defective product. Believe me, this isn't what we intended. Please provide your feedback via Packaging Feedback Program here: https://t.co/BOC2qI06T6. (1/2) ^KA",,147339,AmazonHelp
940421,AmazonHelp,False,Sat Oct 21 15:44:01 +0000 2017,@342940 I'd like for my team to look into this. Please send us details here: https://t.co/0lbolgyUtF ^AB,940422,940423,AmazonHelp
2532518,720722,True,Mon Oct 30 12:35:47 +0000 2017,@AmazonHelp C'est pour cela que je vous contacte,2532520,2532516,AmazonHelp
576002,AmazonHelp,False,Sun Dec 03 08:33:28 +0000 2017,@255531 We understand you're facing an issue with the phone you had purchased. All electronic goods purchased on Amazon are covered by the standard manufacturer warranty. The items are shipped along with an invoice and the manufacturer's warranty card (if available) (1/2) ^VM,,576001,AmazonHelp
520761,240219,True,Wed Nov 29 19:06:22 +0000 2017,"@AmazonHelp I have a prime membership and have to deal with receiving this after 3 days, terrible. https://t.co/IyfFVEcz8T",520760,,AmazonHelp
448621,164340,True,Thu Nov 30 21:40:52 +0000 2017,"@AmazonHelp Not really. More concerned with the lie that Two Day Shipping means they process it for two days and ship it out after two days (and it doesn't include transit time), when documents on the Amazon website clearly show what Two Day Shipping is: https://t.co/eEqe0iGJvi",448623,448620,AmazonHelp
1168821,AmazonHelp,False,Tue Oct 24 19:23:01 +0000 2017,"@355518 This isn't the experience we expect! If the seller is not offering a resolution, we suggest filing an A-to-z claim. (1/2)",1168823,1168817,AmazonHelp
2385518,389714,True,Fri Oct 20 11:08:17 +0000 2017,"@116928 Bueno, pues he abierto chat con @116928 y me han dado una solución en un minuto. 10/10, pa variar.",2398894,2385517,AmazonHelp
1450841,456672,True,Thu Nov 02 17:27:28 +0000 2017,@AmazonHelp Did all that. I've been through this before. What else you got for me?,"1450843,1450844",1450840,AmazonHelp
306570,189196,True,Fri Oct 06 23:01:26 +0000 2017,@116875 @AmazonHelp De más de 2500 te dan meses sin intereses,306568,306572,AmazonHelp
2601402,AmazonHelp,False,Fri Nov 17 07:58:57 +0000 2017,@736319 It sounds like you were refunded the shipping charges due to the delay. Were you sent an e-mail following your call to confirm this? ^KI,"2601403,2601400,2601404",2601405,AmazonHelp
236639,AmazonHelp,False,Thu Oct 05 14:42:07 +0000 2017,@172356 Apologies for the experience. I'd request you to fill in your details here: https://t.co/GIJyeYqKE0 and we'll help you.^OS,,236637,AmazonHelp
694370,AmazonHelp,False,Mon Nov 06 14:28:00 +0000 2017,"@285580 I understand your concern. However, I'd request you to reply to the email correspondence which was sent to you for assistance.1/2^KH",694369,694371,AmazonHelp
2883385,799921,True,Tue Nov 28 10:17:02 +0000 2017,"Amazonプライム登録したいけど
カード決済しかないのが嫌！
au決済だったら今すぐ登録するのに（たぶん）！！
うちカードないねん😣",2883383,,AmazonHelp
926294,339792,True,Fri Oct 13 18:39:31 +0000 2017,"Let down by prime, lied to and told my prime delivery won't come till the 20th of October. Customer service appalling @115821",926292,,AmazonHelp
2387431,687962,True,Tue Nov 14 07:22:58 +0000 2017,"@AmazonHelp LMAO, you should see the list 😂😂😂🙌🏼",2387430,2387432,AmazonHelp
2104983,AmazonHelp,False,Wed Nov 08 13:06:00 +0000 2017,@511103 Je suis vraiment désolée Stephane. Il s'agit d'un oubli de scan de la part du chauffeur. Je remonte cela au service concerné. ^SB,2104984,2104982,AmazonHelp
367927,203164,True,Sun Oct 08 21:12:26 +0000 2017,@119625 can you please reply the time of release of telugu movie  arjun reddy on Oct 13,367925,,AmazonHelp
1249697,413207,True,Thu Oct 26 04:25:24 +0000 2017,@AmazonHelp Original estimate 10/25 now 25-27 hmm... free one day becomes three days.,1249698,1249696,AmazonHelp
451897,222178,True,Thu Nov 30 22:17:44 +0000 2017,"@115830 outraged at Amazon taking £189 out of my account because a seller told them my order had been despatched, and they knew full well the goods weren't even in stock. Do your checks in future, I'm out of pocket and a child may not get her Christmas present 😠",451894,,AmazonHelp
1574462,485226,True,Tue Oct 17 07:02:23 +0000 2017,@AmazonHelp I have contacted Amazon customer service and they are looking at the same.,1574463,1574457,AmazonHelp
365211,202515,True,Tue Oct 10 20:06:57 +0000 2017,"@AmazonHelp I've had it all! Connected at various forums at various times!  Fed up from going here and there, why can't you solve right here and now!",365212,365210,AmazonHelp
77417,133250,True,Fri Dec 01 04:57:43 +0000 2017,"@AmazonHelp @115850  Your customer team is so corrupt and mannerless,
If customer want solution on there end they simply cut the call, 
I want proper solution
#UNINSTALLAMAZON",77418,77416,AmazonHelp
2154130,632911,True,Mon Nov 20 16:02:44 +0000 2017,@AmazonHelp I ordered a phone on .de but the phone hasn't dispatched yet and I wasn't even charged. There are only few left in stock last time I checked. Can you please help?,2154129,,AmazonHelp
786812,AmazonHelp,False,Thu Oct 12 09:46:00 +0000 2017,"@307697 Kindly wait till the estimate, I'm positive that the product would be delivered. Please keep us posted. (2/2) ^KA",,786813,AmazonHelp
420759,AmazonHelp,False,Sun Oct 01 14:01:00 +0000 2017,@215286 We're sorry for the bad experience. Please contact our support team here: https://t.co/9mwpIdOzZn and we'll help you. ^ZH,420760,420761,AmazonHelp
63852,AmazonHelp,False,Thu Nov 30 08:06:26 +0000 2017,@130670 Sorry to hear this. Who was the carrier that delivered your order? Were there any issues with the items in your order?^ES,63851,63853,AmazonHelp
1662620,AmazonHelp,False,Mon Nov 06 10:06:04 +0000 2017,@506978 What is the status of your order as of this morning Dawn? ^NV,,1662617,AmazonHelp
2707626,216146,True,Mon Nov 20 00:05:09 +0000 2017,Yo @115821 my package is “guaranteed for delivery by 8pm” but it’s been in Tampa since yesterday at 5pm. What you got going on.,2707624,,AmazonHelp
2254570,AmazonHelp,False,Fri Nov 10 23:24:36 +0000 2017,"@656712 Hola Maar. En tu caso podemos ver que has reservado este producto con tu compra y en cuanto tengamos una fecha estimada de entrega, te enviaremos un correo electrónico confirmándote toda la información. ^JJ",,2254571,AmazonHelp
239638,142494,True,Wed Oct 04 14:26:11 +0000 2017,"@115830 placed 2 orders separately yesterday, at separate times, paid postage on both but you put them in the same 📦, can I get a refund?",239636,,AmazonHelp
703890,288185,True,Thu Nov 23 17:41:27 +0000 2017,@115850 Is there any Thanksgiving offer!?,703889,5203,AmazonHelp
130337,145395,True,Fri Nov 24 07:24:55 +0000 2017,@AmazonHelp Please find the screen shot confirmation massage from Amazon.. https://t.co/sadww2yjh6,"130339,130340",130333,AmazonHelp
808186,312569,True,Thu Oct 12 18:09:10 +0000 2017,@AmazonHelp can I change my general prime account to a student one? I’m in the UK.,808185,,AmazonHelp
1249979,413276,True,Thu Oct 26 03:05:58 +0000 2017,@115821 what the heck? My prime package said it was out for delivery by 8pm and now it's saying it won't be here for 2 more days!?? 😤,1249977,,AmazonHelp
1331163,AmazonHelp,False,Mon Oct 30 11:20:28 +0000 2017,@210089 Have you responded to the email you've received from Social media team? ^HK,,1331159,AmazonHelp
